amount,previous_attempts,previous_successful_payments,previous_failed_payments,checkout_abandonment_minutes,hour_of_day,is_temporary_failure,failure_reason,recovered
14078,2,2,2,0,22,1,temporary,1
7754,1,2,0,5,6,1,network_error,1
5000,1,3,1,1,20,0,card_declined,1
5000,1,1,1,1,5,0,card_declined,0
8377,1,1,0,0,1,1,network_error,1
5000,3,5,2,2,0,0,insufficient_funds,0
5000,1,3,1,0,2,1,network_error,1
6661,2,1,0,5,21,1,network_error,1
5000,2,1,0,1,2,0,card_declined,0
5000,1,1,2,1,3,1,temporary,0
5000,3,2,1,2,5,0,checkout_abandoned,0
8132,3,3,0,2,23,0,card_declined,0
14207,2,2,0,5,19,0,checkout_abandoned,0
9018,3,1,0,0,6,1,network_error,1
5290,1,2,2,10,10,1,temporary,1
5000,3,0,0,0,13,1,network_error,0
5000,3,2,1,0,6,0,insufficient_funds,0
5000,2,1,1,10,16,1,temporary,0
7405,3,2,0,0,6,0,card_declined,0
6881,3,1,0,1,7,0,insufficient_funds,0
5000,2,2,1,5,22,0,checkout_abandoned,1
5000,1,0,0,10,10,0,insufficient_funds,0
16391,1,2,0,30,22,1,network_error,1
5319,1,1,2,5,18,0,insufficient_funds,1
5000,1,1,1,0,7,0,insufficient_funds,1
51835,3,2,0,0,1,0,card_declined,0
5000,1,3,0,0,3,0,insufficient_funds,1
7218,3,1,0,10,8,0,card_declined,0
7328,1,0,1,0,18,0,card_declined,0
5000,2,0,2,0,18,0,insufficient_funds,0
5000,2,1,1,30,9,0,checkout_abandoned,0
41014,1,2,1,0,7,0,checkout_abandoned,1
13402,1,2,2,0,17,1,temporary,0
11180,1,2,1,1,1,1,network_error,1
8745,1,2,1,0,9,0,checkout_abandoned,1
5000,3,5,0,5,4,0,insufficient_funds,1
17633,2,3,0,0,16,0,insufficient_funds,0
5000,3,1,1,0,16,0,insufficient_funds,0
6524,3,1,0,2,20,0,card_declined,0
5000,2,2,1,0,23,0,insufficient_funds,0
5000,3,2,0,0,5,0,checkout_abandoned,1
6756,1,1,2,10,5,1,temporary,0
5000,2,3,1,2,9,1,temporary,1
5000,2,1,1,30,12,0,insufficient_funds,0
8438,2,2,0,0,17,1,temporary,0
40948,3,4,0,30,5,0,card_declined,1
19723,3,2,2,30,13,1,temporary,0
5000,2,1,1,0,22,1,network_error,0
5000,1,2,2,0,1,1,temporary,1
11940,2,2,2,10,21,0,card_declined,0
15095,3,1,3,0,4,1,temporary,0
5000,3,2,0,10,9,0,checkout_abandoned,0
5085,3,1,0,1,3,0,insufficient_funds,0
6638,1,3,1,0,0,0,insufficient_funds,0
8551,1,1,1,0,6,0,insufficient_funds,0
5000,2,3,2,0,14,1,temporary,1
5000,2,0,0,5,9,0,card_declined,0
19532,2,4,2,0,15,1,network_error,0
16473,3,2,0,0,17,0,checkout_abandoned,0
7922,2,3,1,10,14,0,insufficient_funds,0
27422,2,2,0,0,16,1,temporary,0
5000,3,1,2,2,7,0,checkout_abandoned,0
24908,2,2,2,0,19,0,card_declined,1
8455,2,3,1,0,0,0,card_declined,0
129446,1,2,1,1,20,1,temporary,1
5000,2,5,0,0,0,0,card_declined,0
5000,2,2,0,5,15,1,network_error,1
7471,1,0,1,10,18,1,network_error,1
7311,1,1,1,30,21,1,network_error,0
34549,3,3,0,2,12,1,temporary,1
5000,1,0,0,0,19,0,checkout_abandoned,0
12147,1,3,1,10,6,0,card_declined,0
15716,1,0,0,10,6,1,network_error,1
9943,1,0,1,0,21,0,card_declined,0
5000,2,1,1,1,13,1,network_error,1
20085,2,2,0,30,21,0,card_declined,1
16803,2,1,1,10,12,1,temporary,0
8951,2,2,1,0,19,1,temporary,0
6029,2,2,2,5,4,0,insufficient_funds,0
6161,3,1,0,0,14,1,temporary,1
5000,1,1,0,10,4,0,checkout_abandoned,1
9328,3,0,0,30,14,1,network_error,0
5070,1,0,1,10,7,0,card_declined,0
5000,3,1,1,0,12,0,checkout_abandoned,0
5000,2,2,0,1,21,0,card_declined,1
5000,2,1,1,2,4,1,network_error,1
6137,1,0,2,30,17,0,checkout_abandoned,0
5000,2,2,3,0,17,0,insufficient_funds,0
6095,2,6,0,2,7,0,insufficient_funds,1
8109,3,2,1,5,12,1,network_error,1
5000,1,0,0,0,21,1,temporary,0
21282,2,1,3,0,13,1,network_error,0
5000,3,0,0,1,3,0,insufficient_funds,0
5000,3,2,0,1,16,1,network_error,1
7961,3,2,1,0,2,0,insufficient_funds,0
5000,2,3,1,0,8,0,card_declined,0
5000,3,2,0,5,20,1,network_error,1
13109,1,1,0,30,16,1,network_error,1
5000,3,4,0,10,16,1,temporary,1
15026,2,3,4,30,5,1,network_error,1
22273,2,2,0,10,0,0,checkout_abandoned,1
5000,1,3,1,10,20,0,card_declined,0
6580,2,3,2,0,5,0,insufficient_funds,0
15049,1,4,0,10,23,0,checkout_abandoned,1
5000,3,1,0,1,7,0,insufficient_funds,0
11705,1,0,0,2,14,0,insufficient_funds,1
5000,2,3,0,30,17,0,card_declined,1
5000,1,1,1,0,9,0,card_declined,1
5000,2,2,2,0,19,0,card_declined,0
6923,2,5,0,0,6,1,network_error,1
15645,1,1,0,1,10,1,temporary,1
5000,3,3,1,10,21,0,insufficient_funds,1
5000,3,1,0,1,7,0,insufficient_funds,0
5000,2,1,0,2,7,0,card_declined,0
7292,1,2,0,0,2,0,insufficient_funds,0
31073,3,3,0,0,19,0,insufficient_funds,0
7286,3,3,1,2,1,0,checkout_abandoned,0
5000,2,3,0,0,9,0,checkout_abandoned,0
10574,2,1,1,1,6,1,network_error,0
5000,1,2,1,30,21,1,network_error,1
5000,2,3,1,2,11,0,card_declined,1
5000,1,0,2,0,10,1,network_error,0
20099,2,0,0,1,12,0,insufficient_funds,1
5000,3,2,1,0,13,1,temporary,1
10914,2,0,1,5,5,1,network_error,1
5000,2,1,0,5,2,0,card_declined,0
5000,3,3,1,30,4,1,temporary,1
26697,3,2,0,2,23,0,card_declined,1
5000,1,0,0,0,1,1,temporary,1
5000,1,3,1,0,13,0,checkout_abandoned,0
5000,1,1,1,0,17,1,temporary,1
7434,3,1,0,2,14,0,card_declined,1
5000,2,1,0,2,19,1,network_error,0
5000,3,2,0,0,3,0,card_declined,1
5000,2,2,0,5,9,0,insufficient_funds,1
17700,3,1,4,0,16,1,network_error,0
5296,3,2,1,5,1,0,insufficient_funds,0
7716,1,1,2,2,10,1,temporary,1
5000,3,3,1,0,19,0,checkout_abandoned,1
5000,3,4,1,30,10,0,insufficient_funds,0
26306,1,2,0,10,18,0,checkout_abandoned,1
5000,2,1,1,10,11,1,network_error,0
5000,3,1,1,5,2,0,insufficient_funds,0
14707,3,4,1,0,12,0,card_declined,0
5000,2,3,0,30,9,1,network_error,1
5000,2,1,0,0,19,0,insufficient_funds,0
5000,1,4,1,10,20,0,card_declined,1
5000,2,2,2,1,8,0,insufficient_funds,0
6371,2,2,1,5,21,1,temporary,1
39801,2,2,3,0,21,1,temporary,0
6879,1,1,0,0,11,0,insufficient_funds,1
5000,3,4,1,0,2,0,card_declined,0
6811,2,0,0,5,17,1,temporary,1
5104,1,3,1,0,12,0,insufficient_funds,1
5133,2,4,0,0,15,1,temporary,1
6285,2,5,0,0,16,1,temporary,1
5000,1,3,1,0,18,0,card_declined,1
5000,2,1,3,2,23,1,temporary,1
9072,3,2,1,0,7,0,insufficient_funds,1
5000,3,0,1,0,9,0,card_declined,0
5000,1,2,0,10,4,0,checkout_abandoned,0
101091,2,0,1,0,16,0,card_declined,0
5000,2,1,0,0,16,1,temporary,1
5432,3,0,1,0,18,0,card_declined,0
5000,3,4,0,1,3,0,insufficient_funds,1
5521,2,4,1,2,19,0,checkout_abandoned,0
5000,1,1,2,0,14,1,temporary,1
5000,2,3,1,0,22,0,insufficient_funds,0
13975,1,2,0,0,0,0,insufficient_funds,0
7879,3,2,0,0,8,0,checkout_abandoned,1
8676,3,1,1,5,22,0,card_declined,1
5000,3,3,1,0,20,0,checkout_abandoned,1
30850,2,2,2,5,15,0,card_declined,0
5000,3,0,0,0,22,1,temporary,1
22664,2,0,2,0,15,1,temporary,0
13650,2,2,1,10,11,1,temporary,1
8754,3,3,0,0,6,0,card_declined,0
5000,1,1,0,0,16,0,checkout_abandoned,1
5719,3,4,2,1,12,0,card_declined,0
5000,3,4,1,5,7,0,checkout_abandoned,1
5059,2,2,0,5,3,0,card_declined,1
5000,1,0,1,5,6,0,insufficient_funds,0
5000,3,0,3,10,12,1,network_error,1
15089,1,2,1,2,6,1,temporary,1
5000,3,1,1,0,14,0,insufficient_funds,0
5000,3,1,1,2,1,1,temporary,0
5000,2,3,0,0,8,0,checkout_abandoned,0
7033,2,2,0,1,13,0,checkout_abandoned,0
5000,1,4,2,0,17,1,network_error,0
5000,2,2,2,1,20,1,temporary,1
7384,1,4,1,2,3,0,checkout_abandoned,0
8259,3,1,1,0,6,0,checkout_abandoned,0
5000,2,3,1,0,15,0,card_declined,0
5000,1,5,2,0,0,1,network_error,1
5371,3,1,0,0,13,0,card_declined,1
5000,1,0,0,0,6,0,checkout_abandoned,0
5000,2,2,1,30,12,0,card_declined,1
5000,1,0,0,1,18,1,temporary,1
11429,1,6,0,30,4,0,insufficient_funds,1
5000,1,4,1,0,10,0,checkout_abandoned,1
5000,1,1,0,30,17,1,temporary,1
34706,3,6,1,30,18,0,card_declined,1
6991,3,0,1,0,7,0,card_declined,0
6898,3,4,0,0,5,0,insufficient_funds,1
5000,3,4,1,5,10,0,card_declined,1
5000,2,2,0,0,15,1,network_error,1
5000,2,0,1,5,16,0,insufficient_funds,0
12948,1,0,2,5,17,1,temporary,0
7694,3,3,0,0,7,0,card_declined,1
5000,2,0,1,10,19,1,network_error,1
5000,2,1,1,10,18,0,checkout_abandoned,0
10261,1,6,1,1,16,0,insufficient_funds,1
5000,2,0,1,30,17,0,insufficient_funds,1
5000,3,2,1,2,21,1,temporary,1
5000,2,2,0,5,19,0,card_declined,1
28897,2,3,1,0,3,0,insufficient_funds,0
11797,3,3,0,5,18,0,card_declined,1
5000,1,1,3,30,13,1,temporary,0
5000,3,5,0,10,10,0,card_declined,1
5000,3,0,2,5,10,0,insufficient_funds,1
5000,2,4,0,1,3,0,insufficient_funds,0
5000,3,0,0,0,23,1,network_error,0
34363,1,1,1,0,1,0,card_declined,0
6717,1,0,0,5,13,0,checkout_abandoned,1
7901,1,2,1,2,22,0,checkout_abandoned,1
5000,2,2,0,0,16,1,network_error,1
10120,3,2,1,0,22,0,insufficient_funds,0
5000,2,3,0,1,22,0,checkout_abandoned,1
5000,3,0,0,0,0,1,temporary,1
9054,1,2,0,1,3,0,card_declined,1
5000,3,2,2,30,2,0,insufficient_funds,1
24270,1,5,2,5,8,1,network_error,1
5898,2,0,1,30,9,1,network_error,0
17693,3,1,2,30,7,0,checkout_abandoned,0
5000,3,3,4,0,3,1,temporary,0
5000,3,2,1,0,2,1,network_error,1
5000,2,0,2,0,12,0,checkout_abandoned,0
6312,2,0,0,5,13,0,insufficient_funds,1
5249,2,4,0,0,7,0,insufficient_funds,0
5000,2,3,1,5,7,0,card_declined,1
5000,3,2,3,1,11,1,network_error,0
5000,2,2,0,0,3,0,insufficient_funds,0
5000,2,3,2,0,3,1,network_error,1
5000,2,4,1,5,0,1,network_error,1
5000,1,7,0,1,8,0,card_declined,1
23088,1,2,2,30,0,1,temporary,0
5000,2,3,0,30,8,0,insufficient_funds,0
17501,2,1,0,2,9,0,checkout_abandoned,1
5000,2,2,0,5,6,0,insufficient_funds,1
6277,3,0,0,1,14,1,network_error,1
5000,3,1,0,1,3,1,temporary,0
5000,3,1,4,5,5,0,insufficient_funds,0
20503,2,3,2,0,22,0,card_declined,1
5000,3,1,0,10,21,0,checkout_abandoned,0
10367,3,1,0,5,2,0,card_declined,1
5000,1,1,2,0,5,1,temporary,1
5000,2,2,1,0,13,0,checkout_abandoned,0
5000,2,2,1,0,6,1,network_error,0
16915,3,1,3,5,3,0,insufficient_funds,0
6710,2,0,0,5,7,1,temporary,0
7094,1,1,2,5,23,0,checkout_abandoned,0
19114,1,0,0,0,3,0,checkout_abandoned,0
15620,1,2,0,0,14,1,temporary,1
10565,1,3,1,10,23,0,checkout_abandoned,1
5000,1,2,0,1,19,0,insufficient_funds,1
5000,3,3,1,0,17,0,checkout_abandoned,0
5000,2,3,1,0,7,1,network_error,1
10173,3,2,0,0,7,1,network_error,1
5829,3,1,1,5,14,0,card_declined,0
5000,2,0,0,10,23,0,card_declined,0
5000,2,2,0,0,8,0,insufficient_funds,0
5000,1,1,1,0,15,0,checkout_abandoned,0
5000,3,0,2,0,23,0,checkout_abandoned,0
5000,2,1,0,1,18,0,checkout_abandoned,1
8340,3,0,2,10,23,1,network_error,0
7172,1,2,0,1,8,1,temporary,1
33121,1,3,0,10,16,1,temporary,1
11474,1,0,1,10,5,1,temporary,1
5000,3,0,1,2,1,0,insufficient_funds,0
11137,2,6,1,0,10,0,card_declined,1
5000,1,1,1,30,19,1,network_error,0
5000,1,4,0,5,10,0,insufficient_funds,1
6857,2,2,0,5,6,1,temporary,1
5000,3,1,2,30,23,1,network_error,0
5000,3,3,0,2,9,0,card_declined,0
5000,2,0,0,2,3,1,network_error,1
5438,3,3,0,10,4,1,network_error,1
5000,1,0,1,0,3,0,checkout_abandoned,0
7511,3,2,1,30,23,0,insufficient_funds,0
5010,1,1,2,0,14,1,network_error,1
19937,2,0,0,30,0,0,checkout_abandoned,0
5000,3,0,0,2,13,1,temporary,1
5000,3,2,0,30,10,0,checkout_abandoned,1
5000,1,2,0,0,13,0,insufficient_funds,1
5000,2,3,1,10,20,1,network_error,1
7377,1,1,1,2,9,0,checkout_abandoned,0
8864,1,3,0,5,7,1,temporary,0
58057,2,1,0,2,8,0,card_declined,0
5000,2,2,0,30,16,0,card_declined,0
5000,1,3,0,5,2,0,checkout_abandoned,0
5000,3,1,2,0,14,1,network_error,0
6076,2,1,0,2,19,0,checkout_abandoned,1
7198,2,1,1,0,23,1,temporary,1
5000,2,2,0,5,10,1,network_error,1
14564,2,1,2,1,11,1,temporary,1
5000,1,2,1,0,21,1,network_error,1
13176,2,1,1,0,19,0,insufficient_funds,0
8421,3,1,2,1,11,1,temporary,0
5000,2,5,1,1,9,1,temporary,1
5000,2,1,1,10,21,0,card_declined,1
55640,3,2,0,5,9,1,temporary,1
5000,2,2,1,10,22,0,insufficient_funds,1
6620,1,3,0,0,10,0,insufficient_funds,1
5000,1,1,2,0,13,0,insufficient_funds,0
29308,3,5,1,0,12,1,temporary,0
11930,2,3,2,0,19,0,card_declined,0
5000,2,5,1,0,18,1,network_error,1
8205,1,6,0,5,2,1,temporary,1
6359,1,1,1,1,20,1,temporary,1
5000,2,2,1,1,2,1,network_error,0
10489,3,1,1,5,19,0,insufficient_funds,1
7253,1,2,1,1,16,0,card_declined,1
6097,2,1,1,0,14,1,temporary,1
5000,3,5,1,0,1,1,network_error,1
7563,1,1,0,0,20,1,temporary,1
6181,1,3,1,1,17,1,temporary,1
5213,1,3,0,30,13,0,checkout_abandoned,1
5000,3,2,1,0,5,0,checkout_abandoned,0
26735,2,3,1,5,18,1,temporary,1
5000,3,2,0,0,5,0,card_declined,1
7537,3,1,0,0,10,0,checkout_abandoned,0
5000,2,1,1,1,8,0,card_declined,0
28553,1,6,1,5,10,1,network_error,0
5000,1,2,2,10,22,1,temporary,1
5000,2,1,0,5,18,1,temporary,1
5000,2,2,1,30,17,0,checkout_abandoned,1
6791,1,3,1,1,16,0,insufficient_funds,1
5000,3,1,0,0,18,0,checkout_abandoned,1
5000,1,2,1,1,17,0,checkout_abandoned,1
5000,2,3,1,0,18,1,network_error,0
6250,3,3,0,0,1,0,insufficient_funds,1
5000,2,2,0,0,19,1,temporary,0
5000,3,5,1,10,7,0,insufficient_funds,1
14553,1,2,0,30,4,0,insufficient_funds,1
5000,3,1,0,0,4,0,card_declined,0
10904,3,0,1,0,22,0,card_declined,0
5000,3,3,1,10,19,0,card_declined,0
24381,1,3,0,30,9,0,checkout_abandoned,0
10399,1,2,0,0,21,0,card_declined,1
5000,1,3,0,5,13,0,card_declined,0
5000,3,2,2,1,20,1,network_error,0
9004,1,2,2,10,19,0,checkout_abandoned,0
5000,2,3,0,2,5,1,temporary,1
5000,2,0,3,0,20,0,insufficient_funds,0
17539,3,2,0,0,23,0,card_declined,0
5000,3,2,3,2,12,1,network_error,1
5384,1,0,0,0,7,0,card_declined,0
12767,3,0,1,0,13,0,insufficient_funds,0
11038,1,0,0,2,20,1,network_error,0
5000,1,1,2,5,9,1,network_error,1
5000,1,3,0,10,1,0,checkout_abandoned,1
5000,2,1,0,2,1,0,card_declined,1
5000,2,2,0,1,18,0,checkout_abandoned,1
6757,3,2,1,10,15,1,network_error,0
5000,3,1,1,1,5,0,checkout_abandoned,1
5297,2,2,1,5,16,0,card_declined,1
13894,2,1,2,30,7,1,network_error,0
5000,1,3,0,30,11,0,insufficient_funds,0
5000,3,4,1,1,4,0,checkout_abandoned,0
5935,2,0,2,1,1,1,network_error,0
5000,3,3,1,10,21,0,checkout_abandoned,0
20567,2,3,1,2,13,1,network_error,1
12192,3,0,2,10,23,0,checkout_abandoned,0
6569,3,4,3,0,2,0,card_declined,0
29561,3,5,3,10,9,0,card_declined,1
5000,2,4,0,0,10,1,network_error,1
5000,1,5,0,1,0,1,temporary,1
7089,1,2,1,0,19,1,temporary,1
5000,2,2,0,30,23,1,temporary,1
6638,3,0,3,0,5,0,insufficient_funds,0
5000,3,3,0,2,20,0,insufficient_funds,0
9804,1,2,0,0,22,0,card_declined,1
14155,2,3,1,0,9,0,checkout_abandoned,1
6453,3,2,1,0,16,0,checkout_abandoned,0
5000,1,0,0,0,10,0,card_declined,1
5000,2,5,2,0,6,0,insufficient_funds,1
8644,3,2,0,0,6,1,temporary,1
5020,1,2,1,5,5,0,card_declined,1
5000,1,3,0,0,23,0,card_declined,0
17031,2,2,0,1,1,1,network_error,1
5634,3,4,0,0,10,1,network_error,1
5000,1,3,1,30,20,1,temporary,1
13292,3,0,2,1,12,0,card_declined,0
5000,1,1,1,0,1,0,card_declined,1
5000,2,2,1,0,8,1,temporary,0
7032,2,3,1,0,15,0,card_declined,0
29174,1,4,1,0,2,1,network_error,1
24924,3,1,0,10,18,0,card_declined,0
7042,3,2,1,1,15,0,checkout_abandoned,1
7803,3,2,0,10,6,0,card_declined,0
10845,1,4,1,0,19,0,insufficient_funds,1
5000,2,3,0,0,9,1,network_error,1
9359,3,1,0,5,9,0,checkout_abandoned,0
5000,1,5,0,0,7,0,card_declined,1
6757,2,3,1,0,9,1,network_error,1
5000,2,2,1,30,19,1,temporary,1
8112,2,3,0,1,0,0,checkout_abandoned,0
5530,2,0,1,30,23,0,card_declined,1
5000,3,1,0,0,18,1,temporary,0
5877,1,5,3,30,23,0,card_declined,0
9340,3,0,1,30,15,1,network_error,0
7676,3,2,0,1,1,0,insufficient_funds,1
5000,1,1,1,2,18,1,temporary,1
25391,3,3,1,0,16,0,insufficient_funds,0
6710,1,0,0,0,11,1,temporary,0
7613,1,1,0,1,14,0,insufficient_funds,0
13967,2,0,0,0,8,1,network_error,1
7062,3,1,1,2,22,0,checkout_abandoned,0
5000,3,0,0,30,21,0,card_declined,0
5000,2,3,1,0,13,1,temporary,1
5000,3,3,0,10,22,0,checkout_abandoned,1
10519,1,2,2,0,10,0,checkout_abandoned,1
5000,3,0,1,5,4,1,network_error,0
10950,2,2,1,30,10,1,network_error,1
5702,1,1,1,5,22,1,temporary,1
17819,1,1,1,0,20,0,insufficient_funds,0
5000,1,3,1,2,0,0,card_declined,1
7844,1,3,0,0,16,1,temporary,0
8150,1,0,0,0,19,0,insufficient_funds,0
22061,3,3,0,2,1,1,network_error,1
5000,1,4,3,2,13,1,network_error,1
5000,2,2,1,30,22,0,checkout_abandoned,1
11481,3,1,1,0,8,0,insufficient_funds,0
23060,1,0,2,30,16,1,temporary,0
6248,3,6,0,1,9,0,card_declined,1
5000,2,2,0,0,3,0,card_declined,1
10478,1,4,0,2,9,1,temporary,1
11715,3,4,1,2,11,1,temporary,1
5000,2,0,0,30,10,0,checkout_abandoned,0
6838,2,1,0,30,6,1,temporary,1
16002,3,1,0,5,22,0,card_declined,0
32547,3,2,1,5,14,0,checkout_abandoned,0
10327,3,2,0,0,15,1,network_error,1
5136,3,2,0,0,13,0,insufficient_funds,0
5000,1,5,0,2,8,0,card_declined,1
8581,2,2,1,5,23,0,insufficient_funds,1
5000,1,1,0,0,9,1,network_error,0
5941,3,1,0,2,1,1,network_error,1
5000,3,0,1,2,10,0,card_declined,1
17980,2,1,2,1,10,1,temporary,0
5000,2,2,1,0,9,0,card_declined,0
5000,3,1,0,1,4,0,insufficient_funds,1
5418,1,2,0,0,11,0,checkout_abandoned,1
35989,2,2,3,0,0,1,network_error,1
5000,3,1,2,1,8,1,temporary,1
5000,1,2,3,10,18,1,network_error,0
5000,3,3,2,10,17,0,checkout_abandoned,0
25819,1,1,0,0,18,0,card_declined,1
5000,3,3,1,2,3,1,temporary,1
5000,2,2,0,0,22,1,network_error,0
75454,3,1,0,0,4,0,checkout_abandoned,1
8874,3,3,0,1,14,0,checkout_abandoned,1
5000,2,2,0,1,23,1,temporary,1
5000,3,1,0,5,6,0,card_declined,1
5257,2,1,2,5,2,0,checkout_abandoned,0
11454,2,4,1,2,8,1,temporary,1
30930,3,0,0,0,0,1,temporary,1
7248,1,3,0,10,14,0,card_declined,1
5000,2,2,4,1,18,1,temporary,0
10797,1,2,2,10,15,0,card_declined,1
5000,2,2,2,0,5,0,insufficient_funds,1
5000,3,0,0,2,1,1,network_error,1
5000,1,1,2,0,7,0,checkout_abandoned,0
5000,2,1,0,2,21,0,checkout_abandoned,1
5000,2,4,0,10,8,0,insufficient_funds,1
5000,3,3,1,2,22,0,card_declined,1
6722,1,0,1,30,23,1,temporary,0
5000,1,2,0,1,19,1,network_error,1
5000,1,2,0,0,5,0,checkout_abandoned,0
5000,2,1,2,1,5,0,card_declined,0
5000,2,1,0,10,3,0,card_declined,0
5000,3,3,0,2,8,0,insufficient_funds,0
22460,2,2,1,2,11,1,network_error,0
5000,1,3,1,10,16,1,network_error,1
11859,3,3,0,0,1,1,network_error,0
5000,1,2,1,5,7,0,checkout_abandoned,0
5000,2,1,0,30,8,0,card_declined,1
5000,2,4,0,0,9,1,temporary,1
5000,1,1,1,0,13,0,card_declined,0
5000,2,2,0,30,16,1,network_error,0
5825,2,0,1,30,22,0,card_declined,0
5000,3,0,2,30,0,0,checkout_abandoned,0
5000,1,1,1,10,4,1,network_error,1
13251,3,1,1,0,3,1,network_error,1
7531,2,0,1,2,6,0,card_declined,1
5000,3,3,0,30,0,1,temporary,1
5684,1,2,3,5,9,1,network_error,1
5000,1,3,1,2,6,1,temporary,1
5000,3,1,0,2,12,0,checkout_abandoned,1
5273,2,1,0,0,11,0,insufficient_funds,0
5000,1,7,1,0,15,1,temporary,1
5000,3,4,0,5,20,1,network_error,1
5000,1,4,0,30,2,1,temporary,1
5000,2,1,1,0,4,0,insufficient_funds,0
8664,3,1,0,1,17,1,temporary,0
5000,3,0,1,5,8,0,insufficient_funds,0
61126,3,1,0,1,21,0,card_declined,1
11916,2,3,0,10,0,0,insufficient_funds,1
18112,1,1,1,5,2,0,checkout_abandoned,1
10886,1,3,1,0,11,0,checkout_abandoned,1
31346,3,3,2,10,12,1,network_error,1
5000,2,1,3,0,0,0,checkout_abandoned,0
5000,1,2,0,1,11,1,temporary,1
5000,3,4,3,0,7,1,temporary,0
8588,3,3,1,30,15,0,checkout_abandoned,0
5718,1,5,0,1,19,0,checkout_abandoned,1
6473,3,1,0,30,13,0,insufficient_funds,1
18414,2,1,0,2,22,1,network_error,1
7201,2,2,1,0,13,0,card_declined,0
10926,3,2,0,10,8,0,checkout_abandoned,1
5000,1,3,1,0,2,1,network_error,1
5000,1,1,1,30,6,0,card_declined,0
24689,3,2,0,30,8,1,network_error,1
5436,2,4,1,2,18,1,temporary,1
5000,1,2,0,1,11,0,card_declined,0
5000,3,0,0,1,16,0,insufficient_funds,1
5000,1,1,0,10,3,1,network_error,0
5000,3,1,2,0,9,0,insufficient_funds,0
5000,1,3,0,0,18,0,checkout_abandoned,0
5000,2,4,2,2,21,0,checkout_abandoned,0
5000,2,3,2,5,8,0,checkout_abandoned,1
5000,3,2,2,0,10,0,card_declined,0
14870,2,2,3,0,6,0,insufficient_funds,0
6588,3,5,1,1,22,0,insufficient_funds,1
6408,1,0,0,2,2,0,checkout_abandoned,1
5000,2,1,0,2,21,0,card_declined,0
5000,3,2,0,10,16,0,checkout_abandoned,0
7051,1,1,0,5,22,0,card_declined,1
10058,3,2,2,5,3,0,checkout_abandoned,0
5000,3,1,1,0,2,1,network_error,0
14459,3,0,1,30,4,1,temporary,0
5000,1,4,0,1,6,1,network_error,1
10860,3,1,0,1,5,1,network_error,0
5000,3,1,0,10,8,0,checkout_abandoned,0
5000,1,0,3,1,6,0,insufficient_funds,0
6427,2,1,1,10,17,0,insufficient_funds,1
10150,1,3,0,10,6,1,temporary,1
8737,2,2,0,2,7,0,insufficient_funds,0
7496,1,1,0,2,20,0,insufficient_funds,0
5000,2,3,3,10,4,0,checkout_abandoned,0
5000,2,0,1,5,8,1,network_error,0
8533,2,2,1,10,8,0,insufficient_funds,0
7528,3,1,0,5,11,1,temporary,1
5000,3,2,1,10,7,0,insufficient_funds,1
14904,1,4,3,10,13,0,checkout_abandoned,1
5000,1,4,0,10,19,0,insufficient_funds,0
5000,1,3,2,1,11,0,card_declined,1
25246,3,3,2,5,23,0,card_declined,1
11714,1,2,0,2,15,1,temporary,1
5000,1,1,2,10,7,0,card_declined,0
6551,1,0,2,1,6,0,insufficient_funds,0
5737,3,1,1,0,1,0,checkout_abandoned,0
5000,2,2,0,10,0,1,temporary,1
5000,3,3,0,2,17,0,card_declined,1
5000,1,2,2,0,18,1,network_error,0
5000,2,2,0,10,11,1,network_error,1
6292,2,2,1,0,3,0,insufficient_funds,1
15206,1,1,0,0,10,1,temporary,1
5000,3,0,2,5,13,1,temporary,0
5000,3,4,1,0,8,1,network_error,0
6801,1,4,0,0,11,1,network_error,0
5000,3,4,2,1,11,0,insufficient_funds,0
5000,2,7,0,30,2,1,network_error,1
5000,2,4,1,2,3,0,checkout_abandoned,0
46250,3,5,0,30,1,0,checkout_abandoned,1
5000,2,3,2,5,14,0,insufficient_funds,0
5000,1,1,0,0,21,0,card_declined,0
5000,3,5,1,2,22,0,insufficient_funds,1
5000,3,1,2,0,15,1,temporary,0
12086,1,0,0,0,22,0,checkout_abandoned,1
11083,3,2,1,2,9,1,network_error,1
5000,2,3,0,10,17,0,card_declined,0
5000,1,2,0,10,12,0,checkout_abandoned,1
5000,2,4,0,0,9,1,temporary,1
5000,3,0,1,0,16,1,temporary,1
5000,1,2,1,10,22,0,insufficient_funds,1
5000,3,1,1,5,11,0,checkout_abandoned,0
6326,3,1,0,1,15,0,checkout_abandoned,0
10438,3,1,1,10,5,0,checkout_abandoned,0
5000,1,5,0,0,12,0,card_declined,1
5000,1,1,1,10,15,0,insufficient_funds,1
5000,3,1,1,1,6,0,checkout_abandoned,1
11688,2,2,1,1,18,1,temporary,0
6312,2,3,1,5,18,0,checkout_abandoned,1
8145,2,5,1,0,20,0,checkout_abandoned,1
5000,2,1,1,30,19,1,temporary,1
29288,2,2,0,0,14,0,card_declined,0
5000,2,4,0,2,13,0,card_declined,1
5815,2,4,0,1,22,0,insufficient_funds,0
11549,2,1,0,30,6,0,card_declined,0
5000,2,3,1,5,1,0,checkout_abandoned,1
5000,3,0,1,1,9,0,card_declined,0
5879,2,1,2,1,10,0,card_declined,0
85602,3,8,1,0,14,1,network_error,1
6641,2,1,0,0,3,0,checkout_abandoned,0
24498,3,4,2,1,5,0,card_declined,0
